fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
9.55,0.783,0.17,4.23,0.123,16.6,21.6,0.9989,3.3,0.99,10.27,6
6.97,0.59,0.16,4.52,0.077,15.0,16.0,0.9978,3.25,0.66,10.51,6
5.81,0.838,0.24,0.9,0.116,29.6,70.7,0.9954,3.18,0.97,10.26,6
8.44,0.547,0.17,2.82,0.1,37.8,65.6,0.9961,3.25,0.81,9.49,5
5.33,0.724,0.56,1.78,0.113,11.4,36.9,0.9916,3.24,1.04,8.4,4
7.75,0.607,0.33,1.43,0.012,24.7,65.8,0.9965,3.22,0.74,9.66,6
7.43,0.431,0.27,3.12,0.046,19.3,52.0,0.9982,3.35,0.68,10.61,6
9.14,0.563,0.09,6.01,0.114,19.4,48.4,0.9962,3.64,0.8,11.56,6
11.67,0.621,0.41,2.3,0.027,18.5,20.4,0.9956,3.51,0.59,11.25,6
4.99,0.524,0.15,0.9,0.105,12.4,13.4,0.9961,3.6,0.73,10.1,6
12.17,0.604,0.15,0.9,0.022,1.0,17.0,0.999,3.22,0.89,9.67,6
7.9,0.686,0.42,2.39,0.088,32.0,40.3,0.9966,3.56,0.8,10.21,5
8.89,0.526,0.34,1.92,0.163,8.6,44.0,1.0002,3.34,0.65,9.36,5
5.89,0.12,0.0,0.91,0.123,13.4,14.4,0.9956,3.46,0.69,8.4,5
9.99,0.832,0.24,0.9,0.012,13.6,34.6,0.9971,3.38,0.79,8.75,6
8.37,0.476,0.29,1.31,0.127,7.7,34.2,0.9959,3.26,0.78,11.87,7
8.2,0.382,0.21,0.9,0.173,18.4,47.6,1.0006,3.42,0.79,12.39,7
5.01,0.328,0.3,1.18,0.218,15.4,53.4,0.997,3.38,0.72,11.21,6
8.43,0.469,0.0,0.9,0.109,8.4,31.8,1.0007,3.04,0.52,10.34,6
9.74,0.429,0.0,0.9,0.023,17.5,34.1,0.9959,3.29,0.55,8.91,6
7.9,0.397,0.08,0.97,0.107,15.6,70.4,0.9996,3.44,0.74,10.23,6
10.3,0.407,0.32,0.9,0.162,25.6,49.2,0.9969,3.35,0.8,11.05,6
10.23,0.625,0.0,8.21,0.078,1.8,60.2,0.9983,3.38,0.78,11.29,6
7.21,0.895,0.11,0.9,0.136,7.4,30.9,0.9944,3.2,0.55,11.14,5
11.01,0.678,0.0,2.03,0.048,23.5,53.2,0.9974,3.35,0.63,11.69,7
8.38,0.732,0.22,8.85,0.105,9.2,36.4,0.9947,3.3,0.46,12.48,5
8.38,0.462,0.64,1.27,0.012,6.4,41.0,0.9972,3.28,0.42,9.97,6
8.47,0.549,0.23,9.94,0.042,9.7,31.3,0.9938,3.21,0.67,13.4,7
8.42,0.607,0.25,8.69,0.087,14.8,46.8,0.9965,3.45,0.89,8.4,5
4.6,0.411,0.43,3.89,0.07,14.9,75.5,0.9988,3.36,0.68,9.57,6
7.98,0.453,0.27,0.9,0.026,13.7,64.7,0.9977,3.35,0.98,10.61,6
5.98,0.684,0.23,0.9,0.064,5.1,56.2,0.9944,3.62,0.63,10.99,7
11.06,0.726,0.45,4.09,0.102,24.0,27.2,0.9931,3.38,0.67,10.21,5
11.0,0.542,0.36,0.93,0.083,29.8,36.2,0.9976,3.49,0.49,9.87,5
9.75,0.315,0.32,0.9,0.09,1.0,35.4,0.9997,3.35,0.6,12.76,6
7.89,0.477,0.24,0.9,0.121,1.0,46.4,0.9949,3.26,0.46,9.82,5
6.59,0.271,0.2,1.42,0.071,26.4,46.0,1.0007,3.15,0.4,9.31,6
7.18,0.544,0.44,1.69,0.151,32.4,48.4,0.9967,3.35,0.46,12.21,6
11.6,0.576,0.21,1.05,0.041,1.0,58.9,0.993,2.91,0.67,11.31,7
7.12,0.481,0.5,3.34,0.178,24.5,68.2,0.9937,3.35,0.53,11.57,5
4.6,0.574,0.07,5.73,0.139,33.1,84.3,0.9982,3.36,0.58,10.61,6
10.05,0.605,0.54,0.9,0.07,6.8,28.0,0.9969,3.28,0.73,8.93,5
10.85,0.576,0.36,2.01,,32.5,52.1,0.9995,3.3,0.4,10.49,6
11.12,0.314,0.09,0.9,0.097,14.0,63.0,0.9944,3.12,0.67,8.78,6
10.07,0.484,0.37,8.17,0.115,19.2,43.9,0.9969,3.52,0.8,10.66,5
10.34,0.604,0.15,4.13,0.138,8.3,26.1,0.9967,3.26,0.82,11.1,7
8.39,0.814,0.28,4.77,0.024,26.4,38.1,0.9964,3.16,0.75,11.55,6
4.77,0.481,0.18,5.72,0.108,24.7,44.4,0.996,3.39,0.65,10.3,5
8.35,0.629,0.24,1.05,0.012,34.0,81.5,0.996,3.33,0.55,11.2,6
9.36,0.688,0.45,1.86,0.079,31.0,32.0,0.997,3.26,0.65,9.43,5
8.07,0.495,0.37,6.91,0.155,15.8,58.4,0.9973,3.24,0.94,11.43,6
7.99,0.737,0.06,4.43,0.02,48.5,64.4,0.9972,3.31,0.71,11.12,5
6.66,0.746,0.07,5.08,0.012,30.1,55.9,0.999,3.51,0.64,9.54,5
6.6,0.778,0.32,0.9,0.097,21.6,48.7,0.9944,3.38,0.76,10.97,5
11.42,0.613,0.34,0.9,0.152,5.4,31.0,0.9933,3.3,0.67,11.57,6
11.49,0.955,0.14,0.9,0.102,1.0,25.3,0.9986,3.44,0.7,10.48,5
8.3,0.419,0.57,0.9,0.012,1.0,22.1,0.9949,3.31,0.62,9.52,7
8.78,0.912,0.42,3.23,0.012,6.1,24.7,0.996,3.37,0.59,10.59,6
6.63,0.668,0.15,5.72,0.092,30.4,86.8,0.9955,3.33,0.83,10.99,6
9.39,0.771,0.13,1.29,0.032,21.0,51.5,0.9955,3.4,0.33,9.51,5
11.29,0.472,0.23,1.45,0.093,9.5,36.9,0.9939,3.24,0.74,9.32,4
5.7,0.682,0.21,0.9,0.096,14.5,31.6,0.9956,3.14,0.58,10.96,5
9.09,0.787,0.51,3.89,0.064,13.2,35.0,0.9979,3.45,0.34,11.28,6
9.22,0.334,0.46,5.65,0.172,24.3,41.5,0.9967,3.54,0.49,12.7,6
9.2,0.501,0.28,3.87,0.115,6.7,52.0,0.9977,3.15,0.65,11.11,6
11.09,0.145,0.4,2.18,0.144,19.6,34.5,0.9958,3.34,0.68,9.11,5
11.76,0.498,0.43,0.9,0.13,19.1,20.1,0.9984,3.24,0.79,12.58,7
7.9,0.383,0.28,3.01,0.08,7.0,38.2,0.9957,3.44,0.8,11.53,6
9.44,0.491,0.35,0.9,0.078,32.6,57.0,0.9927,3.35,0.4,8.4,4
8.44,1.056,0.38,0.9,0.073,12.8,31.1,0.9973,3.81,0.72,9.3,6
7.23,0.839,0.36,1.36,0.119,5.5,53.7,0.9982,3.26,0.78,9.87,4
8.76,0.271,0.12,1.84,0.056,24.9,25.9,0.9956,3.54,0.7,11.3,6
9.44,0.63,0.14,1.34,0.168,16.5,78.0,0.999,3.56,0.75,8.4,4
8.67,0.674,0.22,0.95,0.052,20.2,71.3,0.9951,3.39,0.33,10.27,5
6.8,0.469,0.14,3.73,0.097,3.5,20.9,0.998,3.32,0.49,11.24,5
7.51,0.562,0.0,1.11,0.076,24.4,45.4,1.0,3.32,0.89,8.4,5
7.52,0.58,0.4,5.57,0.066,38.7,78.8,0.9968,3.31,0.61,11.2,6
6.87,0.288,0.34,0.9,0.189,2.6,43.3,0.9963,3.48,1.04,11.33,5
8.83,0.344,0.02,2.84,0.066,19.6,36.9,0.9965,3.18,0.44,9.49,6
9.01,0.561,0.22,0.9,0.073,7.7,8.7,0.9998,3.29,0.93,9.17,6
9.97,0.548,0.23,2.9,0.056,44.1,116.4,0.9975,3.27,0.56,9.48,6
6.84,0.402,0.3,2.16,0.089,28.9,78.0,1.0008,3.05,0.81,8.4,5
7.32,0.387,0.06,2.52,0.082,18.9,52.0,0.9972,3.44,0.61,10.05,6
10.94,0.514,0.01,0.9,0.034,3.0,36.5,0.9955,3.47,0.68,10.63,7
8.02,0.69,0.37,0.9,0.067,5.5,48.0,0.9956,3.21,0.76,9.1,4
8.35,0.516,0.0,3.11,0.116,23.7,68.6,0.9968,3.46,0.56,11.44,6
8.0,0.822,0.23,1.6,0.135,1.6,2.6,0.9928,3.07,0.8,10.51,5
10.23,0.405,0.21,2.43,0.088,1.9,24.9,0.9958,3.31,0.61,10.68,6
10.29,0.565,0.25,1.54,0.09,16.0,36.9,0.9958,3.29,0.69,9.97,5
10.19,0.466,0.32,4.03,0.07,17.3,44.1,0.9972,3.32,0.33,11.2,6
8.35,0.636,0.57,1.62,0.063,19.9,65.3,1.0004,3.32,0.6,11.78,5
6.82,0.389,0.0,0.9,0.044,11.3,12.3,0.9968,3.3,0.87,9.96,5
11.57,0.877,0.44,0.9,0.014,25.6,28.6,0.993,3.25,0.78,11.21,6
9.76,0.226,0.0,11.67,0.054,6.9,23.2,0.995,3.29,0.81,11.23,7
7.52,0.839,0.53,1.6,0.129,22.5,55.6,0.9972,3.51,0.67,10.85,6
10.72,0.546,0.0,3.3,0.067,18.1,64.8,0.9969,3.22,0.94,12.19,7
7.39,0.629,0.73,6.89,0.071,22.2,84.8,0.9998,3.65,0.71,9.62,6
10.7,0.77,0.2,2.15,0.07,28.3,52.6,0.9985,3.21,0.55,9.95,5
10.81,0.684,0.52,1.14,0.146,11.1,57.7,0.9985,3.35,0.81,9.57,5
6.73,0.399,0.48,7.27,0.043,9.0,53.2,0.9963,3.4,0.82,11.18,6
9.29,0.638,0.19,1.95,0.1,1.0,41.8,0.9988,3.27,0.77,10.11,5
9.63,0.866,0.2,3.1,0.084,1.0,30.5,0.995,3.52,0.59,9.66,5
12.75,0.37,0.11,1.64,0.09,14.1,36.1,0.9985,3.39,0.71,12.18,6
7.04,0.911,0.42,3.46,0.098,14.8,23.5,0.9962,3.28,0.9,12.34,6
10.74,0.599,0.19,1.22,0.09,4.5,11.9,0.9939,3.52,0.74,10.05,5
8.33,0.452,0.11,3.2,0.124,6.8,43.7,0.9978,3.16,0.41,8.94,5
6.19,0.369,0.37,5.2,0.086,31.9,60.8,0.9994,3.23,0.55,12.39,6
8.1,0.49,0.1,2.14,0.169,25.1,46.8,0.9959,3.39,0.55,10.9,6
8.3,0.178,0.21,7.26,0.089,2.7,45.9,0.9997,3.43,0.53,10.85,5
6.5,0.455,0.29,0.9,0.012,11.3,37.2,0.9936,3.36,0.33,10.51,6
8.83,0.483,0.15,7.38,0.117,20.2,31.9,0.9944,3.29,0.98,9.54,5
9.93,0.337,0.18,3.08,0.105,9.3,34.0,0.9964,3.27,0.51,9.96,6
8.7,0.665,0.56,0.9,0.089,7.4,53.8,0.996,3.48,0.52,11.13,5
7.38,0.491,0.23,2.04,0.075,12.3,21.9,0.9954,3.35,0.33,9.92,6
8.05,0.416,0.2,0.9,0.012,27.4,61.5,0.997,3.18,0.81,10.86,7
8.29,0.471,0.24,0.9,0.012,28.3,57.2,0.9957,3.17,0.64,10.41,5
8.67,0.594,0.36,0.9,0.164,8.2,23.0,0.996,3.54,0.6,9.27,5
10.19,0.543,0.07,3.86,0.059,20.7,44.9,0.9972,3.2,0.61,12.13,7
8.76,0.404,0.35,4.15,0.132,15.8,16.8,0.9954,3.35,0.76,11.04,5
5.92,0.553,0.32,1.34,0.012,5.3,37.5,0.9965,3.51,0.58,10.75,5
7.34,0.521,0.0,1.48,0.038,12.8,15.5,0.9955,3.39,0.33,10.99,6
8.58,0.325,0.61,3.82,0.119,2.6,54.1,0.9944,3.2,0.44,8.48,4
10.21,0.478,0.55,0.9,0.082,28.1,56.3,0.9982,3.16,0.43,9.87,5
10.51,0.634,0.12,0.9,0.112,32.2,50.8,0.9999,3.59,0.71,8.77,4
11.32,0.633,0.06,0.9,0.086,11.6,64.8,0.9987,3.15,0.82,10.53,6
8.52,0.489,0.31,4.9,0.077,9.1,18.4,0.9973,3.23,0.91,10.75,6
9.6,0.652,0.0,1.28,0.055,27.0,42.0,0.9955,3.37,,10.55,5
5.83,0.354,0.53,4.13,0.031,28.7,29.7,0.9962,3.28,0.77,11.66,6
9.03,0.359,0.18,7.91,0.153,4.2,60.4,0.9987,3.4,0.56,8.8,6
6.47,0.485,0.58,0.9,0.161,14.3,81.8,0.9924,3.09,1.16,9.54,5
8.19,0.8,0.11,2.3,0.038,15.3,16.3,0.996,3.28,0.9,10.84,5
13.45,0.559,0.25,3.68,0.035,7.8,21.5,0.9981,3.41,0.95,10.68,5
8.82,0.48,0.51,0.9,0.071,20.0,51.3,0.9945,3.41,0.8,8.99,6
6.83,0.808,0.21,2.71,,8.6,28.2,0.9975,3.22,0.72,11.68,6
8.99,0.478,0.32,0.94,0.078,10.2,39.6,0.9974,3.16,0.59,12.05,7
7.42,0.932,0.48,2.59,0.11,14.8,42.5,0.9939,3.34,0.56,10.86,5
6.67,0.438,0.16,0.9,0.085,1.0,39.2,0.9969,3.11,0.52,8.79,5
11.88,0.348,0.03,5.92,0.082,1.0,11.8,0.9955,3.5,0.76,10.57,7
10.11,0.5,0.0,7.2,0.2,25.5,59.4,0.9975,3.33,0.93,10.76,5
8.89,0.485,0.38,0.9,0.062,8.1,15.8,0.998,3.21,0.6,10.11,5
7.63,0.385,0.34,5.57,0.164,38.3,60.1,0.9975,3.15,0.54,11.84,6
7.77,0.998,0.47,1.76,0.155,36.6,37.6,0.9968,3.22,0.41,10.28,5
10.92,0.587,0.22,0.9,0.111,10.6,32.5,0.9972,3.08,0.7,12.65,7
8.82,0.614,0.0,0.9,0.012,40.5,59.0,0.9945,3.38,0.87,11.24,6
4.6,0.447,0.0,5.96,0.088,25.7,74.6,0.9966,3.19,0.88,10.7,6
12.42,0.426,0.81,2.59,0.063,9.1,37.9,0.9952,3.37,0.89,11.38,6
8.61,0.715,0.37,0.9,0.088,1.0,33.5,0.9987,3.39,0.73,12.04,6
8.88,0.228,0.3,2.02,0.037,23.1,52.7,0.998,3.45,0.68,11.36,6
10.15,0.324,0.32,3.5,0.123,16.2,17.2,0.998,3.35,0.88,10.32,7
9.09,0.485,0.0,1.67,0.133,20.4,21.4,1.0,3.48,0.47,9.69,5
9.57,0.773,0.12,0.9,0.142,13.5,37.1,0.9961,3.52,0.59,9.2,5
7.58,0.463,0.6,6.28,0.069,3.9,39.5,0.9957,3.35,0.95,8.4,5
6.21,0.605,0.4,9.94,0.037,11.4,36.7,0.996,3.36,0.48,10.59,6
8.78,0.535,0.12,1.72,0.104,23.3,36.0,0.9937,3.23,0.65,9.99,6
10.73,0.763,0.04,1.98,0.17,12.2,37.4,0.9938,3.16,0.77,10.04,5
7.2,0.245,0.17,0.9,0.09,12.1,35.6,0.9979,3.5,0.67,11.5,7
7.06,0.662,0.21,3.66,0.108,1.0,46.6,0.994,3.4,0.86,10.28,6
10.38,0.494,0.66,2.29,0.076,16.9,61.3,0.9947,3.41,0.92,12.43,6
7.52,0.696,0.23,0.9,0.063,4.2,23.2,0.9965,3.22,0.74,9.79,5
7.6,0.383,0.04,2.06,0.118,25.5,54.5,0.9959,3.55,0.9,9.36,6
7.67,0.534,0.26,1.0,0.082,8.2,43.7,0.9984,3.28,0.5,9.05,5
8.19,0.512,0.32,0.9,0.106,12.8,51.3,0.9968,3.19,0.63,11.17,5
5.62,0.35,0.03,2.0,0.111,38.6,101.7,0.9952,3.22,1.07,11.63,7
7.38,0.3,0.35,0.9,0.103,12.7,42.1,0.9985,3.55,0.99,9.76,5
8.69,0.426,0.5,5.15,0.113,11.3,64.6,0.9981,3.14,0.44,9.26,6
8.68,0.553,0.3,0.9,0.047,22.0,28.8,0.994,,0.66,12.04,5
10.27,0.394,0.12,3.7,0.044,1.0,18.2,0.9972,3.74,0.68,8.85,5
11.43,0.471,0.17,0.9,0.085,29.0,30.0,0.9953,3.45,0.73,11.48,7
10.87,0.191,0.0,3.48,0.086,26.3,59.4,0.9953,3.2,0.88,9.79,6
9.85,0.463,0.24,1.38,0.062,21.4,64.4,1.0003,3.15,0.97,10.82,6
8.05,0.714,0.33,0.9,0.098,1.0,2.0,0.9969,3.06,0.67,11.55,5
7.24,0.657,0.1,8.27,0.13,13.2,46.9,0.9963,3.32,0.85,10.91,6
8.33,0.514,0.64,1.22,0.143,2.5,44.6,0.9969,3.42,0.77,10.08,5
9.3,0.574,0.42,1.01,0.153,27.7,68.6,0.9984,3.54,0.66,11.89,6
9.7,0.381,0.0,3.1,0.025,27.0,33.0,0.9954,3.03,0.37,10.71,7
9.36,0.822,0.0,2.46,0.032,20.0,65.4,0.9957,3.11,0.83,14.34,8
8.09,0.902,0.08,2.27,0.073,3.3,33.5,0.9979,3.29,0.76,8.58,5
9.64,0.56,0.57,5.19,0.091,31.6,73.4,0.9938,3.73,0.73,8.56,5
10.44,0.996,0.44,2.76,0.076,13.1,40.6,0.9986,3.44,0.49,11.46,5
9.8,0.408,0.58,1.31,0.061,34.9,72.5,0.9937,3.37,0.99,10.37,6
8.25,0.305,0.27,2.03,0.073,18.7,70.9,0.9962,3.13,0.69,11.25,5
6.88,0.402,0.23,0.9,0.11,21.2,47.1,0.9937,2.99,0.47,9.22,4
6.84,0.49,0.03,2.97,0.025,11.1,46.7,0.9947,3.32,0.44,10.46,5
7.14,0.946,0.34,1.69,0.197,30.7,85.7,0.9992,3.3,0.78,10.89,5
8.74,0.479,0.23,1.19,0.088,22.3,49.6,0.9987,3.27,0.78,9.82,5
9.18,0.375,0.23,3.43,0.136,31.1,38.5,0.9989,3.25,0.58,10.65,6
5.9,0.368,0.58,7.91,0.06,17.8,61.3,0.9939,3.2,0.74,8.94,5
7.44,0.735,0.25,2.95,0.114,15.4,74.1,0.9947,3.16,0.77,10.82,5
8.71,0.71,0.52,0.9,0.092,22.1,77.9,0.9973,3.52,0.68,11.95,7
6.77,0.443,0.0,1.27,0.127,31.0,75.3,0.9981,3.18,0.54,9.08,4
9.04,0.192,0.78,4.94,0.078,26.6,27.6,0.9952,3.27,0.82,9.01,6
7.78,0.327,0.2,0.97,0.16,17.4,34.6,0.9956,3.3,0.8,11.67,5
7.07,0.84,0.4,2.5,0.017,1.0,19.3,0.9946,3.42,0.76,8.99,5
8.39,0.654,0.43,1.42,0.132,24.4,55.3,0.9999,3.18,0.52,11.3,5
8.97,0.542,0.18,0.9,0.093,1.0,64.8,0.9958,3.46,0.43,10.46,5
6.86,0.866,0.43,1.45,0.039,16.3,24.7,0.9968,3.22,0.67,9.95,6
7.89,0.882,0.44,0.9,0.179,14.7,89.5,0.9969,3.29,0.82,11.97,5
9.1,0.524,0.13,1.52,0.174,1.0,23.4,0.9988,3.56,0.84,11.39,5
7.0,0.527,0.14,3.8,0.012,19.8,34.5,0.9949,3.16,0.76,10.7,6
5.48,0.425,0.28,1.91,0.095,38.5,85.4,0.9989,3.42,0.58,8.4,5
5.69,0.479,0.25,0.97,0.12,12.6,61.1,0.9943,3.46,0.52,11.16,6
7.59,0.262,0.53,0.9,0.108,23.9,66.9,0.9989,3.36,0.66,9.25,5
6.06,0.262,0.4,3.48,0.158,40.6,55.2,0.9934,3.29,0.66,10.16,5
7.71,0.22,0.26,4.68,0.148,25.0,65.0,0.9965,3.63,0.85,10.41,5
11.13,0.725,0.39,0.9,0.099,9.1,18.5,0.9998,3.31,0.58,12.43,6
5.96,0.249,0.0,2.87,0.194,18.4,32.4,0.998,3.34,0.59,10.13,5
7.82,0.881,0.15,0.96,0.131,20.9,49.1,0.9975,3.26,1.01,8.88,4
11.92,0.399,0.32,0.9,0.07,31.0,44.6,0.9947,3.33,0.92,11.97,7
8.99,0.843,0.48,0.9,0.061,28.6,79.7,0.9953,3.45,0.51,11.18,6
7.67,0.464,0.31,4.92,0.145,1.0,19.4,0.9993,3.27,0.91,11.22,6
8.03,0.248,0.55,0.9,0.05,6.9,32.5,0.9976,2.99,0.47,11.99,6
9.03,0.761,0.43,0.9,0.068,15.2,27.6,0.9984,3.39,0.59,12.24,6
11.18,0.782,0.18,7.7,0.076,5.2,56.0,0.9968,3.15,0.61,9.45,5
7.4,0.367,0.24,0.9,0.104,1.0,17.7,0.9962,3.42,0.65,8.91,5
7.01,0.47,0.35,0.9,0.078,8.3,61.1,0.9982,3.31,0.77,11.3,7
5.96,0.367,0.18,0.9,0.025,15.9,67.2,0.9972,3.45,0.68,10.12,6
8.48,0.508,0.56,8.05,0.142,10.4,31.5,0.9964,3.17,0.76,10.22,5
5.91,0.549,0.06,2.95,0.068,5.4,36.0,0.994,3.23,0.59,9.2,5
7.51,0.467,0.33,1.91,0.182,16.3,36.9,0.9985,3.26,0.72,11.02,6
6.76,0.203,0.41,5.38,0.101,19.5,60.4,0.9975,3.09,0.67,10.83,6
10.13,0.425,0.21,0.9,0.147,11.0,37.1,0.9955,3.48,0.42,10.23,6
7.44,0.657,0.17,2.77,0.117,30.3,52.0,0.9989,3.07,0.74,8.91,5
8.97,0.492,0.26,1.43,0.149,16.5,47.4,0.9972,3.47,0.68,11.69,6
5.57,0.471,0.42,0.9,0.114,6.7,7.7,0.9972,3.37,0.54,10.67,5
8.52,0.362,0.18,1.99,0.098,4.1,32.6,0.9984,3.28,0.59,11.6,6
6.25,0.42,0.07,3.7,0.138,13.7,56.7,0.998,3.36,0.59,8.4,5
7.58,0.784,0.49,1.71,0.204,27.6,60.4,0.9973,3.36,0.62,10.46,5
12.06,0.325,0.35,1.08,0.074,7.3,56.3,0.9963,3.25,0.96,9.63,5
9.88,0.66,0.46,0.9,0.124,22.2,44.6,1.0005,3.35,1.02,10.44,5
8.08,0.538,0.41,2.23,0.087,16.9,37.7,0.9953,3.42,0.33,11.41,6
13.74,0.574,0.68,0.9,0.111,36.8,44.5,0.9981,3.17,0.74,10.8,6
6.74,0.398,0.48,1.1,0.089,20.0,41.9,0.9965,3.36,0.82,10.42,5
10.28,0.467,0.13,1.11,0.012,8.6,77.9,0.9976,2.92,0.62,10.41,6
5.69,0.529,0.36,1.6,0.078,23.6,59.1,0.999,3.02,0.82,8.73,4
7.89,0.436,0.16,1.42,0.134,24.0,42.3,0.9961,3.39,0.94,9.43,5
6.01,0.59,0.18,4.81,0.051,11.7,21.6,0.9978,3.25,0.43,11.6,6
8.74,0.612,0.0,1.91,0.13,3.7,4.7,0.9972,3.18,0.68,9.86,4
8.4,0.921,0.22,2.95,0.096,21.5,34.9,0.9955,3.3,0.99,11.62,6
7.78,0.58,0.37,2.14,0.078,16.6,61.8,0.9991,3.25,0.45,11.28,6
10.16,0.186,0.26,0.9,0.13,1.0,22.5,0.9981,3.16,0.64,11.34,6
7.34,0.739,0.06,0.9,0.119,18.6,29.4,0.9959,3.06,0.58,10.76,6
8.86,0.493,0.0,0.9,0.107,9.2,22.2,0.9988,3.01,0.84,9.93,5
9.69,0.892,0.67,2.02,0.135,1.0,44.0,0.9951,3.42,0.86,10.24,5
5.78,0.795,0.33,7.06,0.097,12.2,40.6,0.9966,3.25,0.69,11.09,5
7.03,0.439,0.11,0.9,0.012,29.4,46.8,0.9959,3.46,0.67,8.4,6
8.39,0.66,0.36,1.34,0.069,28.6,52.4,0.9981,3.25,0.37,11.73,5
9.37,0.423,0.69,1.94,0.012,25.8,100.0,0.9958,3.36,0.9,9.86,6
10.72,0.53,0.39,0.99,0.118,18.7,73.1,0.9981,3.29,0.6,10.31,5
7.93,0.652,0.0,2.39,0.129,22.2,81.5,0.9978,3.32,0.64,10.32,6
7.76,0.73,0.77,1.12,0.131,16.9,17.9,0.996,3.32,0.83,10.36,5
6.82,0.691,0.0,1.37,0.11,4.3,31.3,1.0002,3.24,0.69,8.99,5
8.86,0.543,0.23,3.66,0.132,6.4,23.5,0.9953,3.13,0.83,10.56,6
7.79,0.977,0.05,1.68,0.013,9.5,50.4,0.994,3.42,0.76,11.04,6
7.83,0.464,0.13,3.09,0.082,30.6,81.8,0.9983,3.55,0.69,8.4,5
8.14,0.241,0.32,1.91,0.02,27.2,63.7,0.9926,3.56,0.71,9.01,5
9.24,0.275,0.0,0.9,0.07,4.6,17.1,0.9995,3.23,0.47,11.36,5
7.34,0.795,0.25,1.04,0.163,16.5,33.2,0.9969,3.2,0.63,11.16,6
6.99,0.516,0.49,2.2,0.138,11.7,54.1,0.994,3.23,0.84,10.72,6
9.03,0.559,0.11,1.35,0.118,14.3,58.7,0.9949,3.28,0.51,9.67,5
4.6,0.432,0.01,0.9,0.078,10.3,43.1,0.9936,3.3,0.54,11.17,6
7.27,0.449,0.24,2.3,0.04,30.7,63.3,0.9974,3.16,0.51,9.11,5
6.34,0.388,0.21,2.8,0.096,15.7,46.7,0.9942,3.09,0.69,10.25,6
10.35,0.615,0.16,0.9,0.139,18.2,53.6,0.9977,3.32,0.9,9.0,5
7.55,0.512,0.04,5.81,0.106,18.3,62.6,0.9961,2.78,0.75,10.23,5
7.35,0.608,0.37,1.66,0.012,5.1,47.7,0.9958,3.29,0.33,9.3,4
8.22,0.591,0.38,0.9,0.092,17.0,47.5,0.9977,3.17,0.77,11.21,5
7.29,0.453,0.07,0.9,0.012,27.1,56.1,0.9979,3.43,0.58,10.86,5
7.62,0.267,0.09,1.81,0.125,31.4,59.6,0.9989,3.47,0.75,9.79,5
